"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"5:995",7,1,"da_smote_penn","knn",0.012890100479126,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,0.0666666666666667,0.964824120603015
"5:995",7,2,"baseline","knn",1.59740447998047e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,2,"smote","knn",0.00572514533996582,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"5:995",7,2,"adasyn","knn",0.00615501403808594,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,1,1
"5:995",7,2,"borderline_smote","knn",0.00611996650695801,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"5:995",7,2,"smote_tomek","knn",0.00810980796813965,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,0.5,0.99748743718593
"5:995",7,2,"smote_enn","knn",0.0140700340270996,1,169,30,0,1,0.849246231155779,0.032258064516129,0.0625,0.921545566510837,0.92462311557789,0.165514469804614,0.0357142857142857,0.9321608040201
"5:995",7,2,"da_smote","knn",0.00586605072021484,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,2,"penn","knn",0.0037081241607666,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,2,"ld_smote","knn",0.00749301910400391,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,1,1
"5:995",7,2,"da_smote_penn","knn",0.0128848552703857,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.0714285714285714,0.967336683417085
"5:995",7,3,"baseline","knn",1.69277191162109e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,3,"smote","knn",0.00570392608642578,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"5:995",7,3,"adasyn","knn",0.00604009628295898,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,3,"borderline_smote","knn",0.00603890419006348,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,3,"smote_tomek","knn",0.00810885429382324,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.5,0.99748743718593
"5:995",7,3,"smote_enn","knn",0.0140848159790039,1,170,29,0,1,0.85427135678392,0.0333333333333333,0.0645161290322581,0.924268011338659,0.92713567839196,0.168747479663541,0.037037037037037,0.934673366834171
"5:995",7,3,"da_smote","knn",0.00584793090820312,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,1,1
"5:995",7,3,"penn","knn",0.00367021560668945,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,3,"ld_smote","knn",0.00746989250183105,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,1,1
"5:995",7,3,"da_smote_penn","knn",0.0128898620605469,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,0.0666666666666667,0.964824120603015
"5:995",7,4,"baseline","knn",1.71661376953125e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,4,"smote","knn",0.00583291053771973,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"5:995",7,4,"adasyn","knn",0.00605106353759766,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"5:995",7,4,"borderline_smote","knn",0.00610780715942383,1,184,15,0,1,0.92462311557789,0.0625,0.117647058823529,0.961573250240401,0.962311557788945,0.2403933125601,1,1
"5:995",7,4,"smote_tomek","knn",0.00812315940856934,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,0.25,0.992462311557789
"5:995",7,4,"smote_enn","knn",0.0140988826751709,1,169,30,0,1,0.849246231155779,0.032258064516129,0.0625,0.921545566510837,0.92462311557789,0.165514469804614,0.0344827586206897,0.92964824120603
"5:995",7,4,"da_smote","knn",0.00589179992675781,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"5:995",7,4,"penn","knn",0.00370597839355469,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,4,"ld_smote","knn",0.00742197036743164,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,1,1
"5:995",7,4,"da_smote_penn","knn",0.0128650665283203,1,180,19,0,1,0.904522613065327,0.05,0.0952380952380952,0.951063937422362,0.952261306532663,0.212664361502501,0.0714285714285714,0.967336683417085
"5:995",7,5,"baseline","knn",1.69277191162109e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,5,"smote","knn",0.00569605827331543,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,5,"adasyn","knn",0.0062260627746582,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,5,"borderline_smote","knn",0.00611591339111328,1,183,16,0,1,0.919597989949749,0.0588235294117647,0.111111111111111,0.95895671953939,0.959798994974874,0.232581167356277,1,1
"5:995",7,5,"smote_tomek","knn",0.00812578201293945,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,0.5,0.99748743718593
"5:995",7,5,"smote_enn","knn",0.0141971111297607,1,170,29,0,1,0.85427135678392,0.0333333333333333,0.0645161290322581,0.924268011338659,0.92713567839196,0.168747479663541,0.0357142857142857,0.9321608040201
"5:995",7,5,"da_smote","knn",0.00585818290710449,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,1,1
"5:995",7,5,"penn","knn",0.00371098518371582,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.5,0.99748743718593
"5:995",7,5,"ld_smote","knn",0.00727200508117676,1,182,17,0,1,0.914572864321608,0.0555555555555556,0.105263157894737,0.956333030027515,0.957286432160804,0.225409856868378,1,1
"5:995",7,5,"da_smote_penn","knn",0.0128540992736816,1,181,18,0,1,0.909547738693467,0.0526315789473684,0.1,0.953702122621874,0.954773869346734,0.21879427235521,0.0714285714285714,0.967336683417085
"5:995",8,1,"baseline","knn",1.69277191162109e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,1,"smote","knn",0.00578999519348145,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,1,"adasyn","knn",0.00607109069824219,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,1,1
"5:995",8,1,"borderline_smote","knn",0.0123310089111328,2,175,23,0,1,0.883838383838384,0.08,0.148148148148148,0.940126791362944,0.941919191919192,0.265908011739155,1,1
"5:995",8,1,"smote_tomek","knn",0.00801897048950195,2,175,23,0,1,0.883838383838384,0.08,0.148148148148148,0.940126791362944,0.941919191919192,0.265908011739155,0.4,0.992424242424242
"5:995",8,1,"smote_enn","knn",0.0140860080718994,2,157,41,0,1,0.792929292929293,0.0465116279069767,0.0888888888888889,0.890465773025158,0.896464646464646,0.192042787496093,0.0555555555555556,0.914141414141414
"5:995",8,1,"da_smote","knn",0.00572681427001953,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,1,1
"5:995",8,1,"penn","knn",0.00378298759460449,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,1,"ld_smote","knn",0.00742602348327637,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,1,"da_smote_penn","knn",0.013002872467041,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,0.133333333333333,0.967171717171717
"5:995",8,2,"baseline","knn",1.78813934326172e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,2,"smote","knn",0.00565099716186523,2,178,20,0,1,0.898989898989899,0.0909090909090909,0.166666666666667,0.94815077861588,0.94949494949495,0.285878216122927,1,1
"5:995",8,2,"adasyn","knn",0.00609803199768066,2,175,23,0,1,0.883838383838384,0.08,0.148148148148148,0.940126791362944,0.941919191919192,0.265908011739155,1,1
"5:995",8,2,"borderline_smote","knn",0.170112133026123,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,1,1
"5:995",8,2,"smote_tomek","knn",0.0078129768371582,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,1,1
"5:995",8,2,"smote_enn","knn",0.0139460563659668,2,158,40,0,1,0.797979797979798,0.0476190476190476,0.0909090909090909,0.893297149877799,0.898989898989899,0.194933419400158,0.0555555555555556,0.914141414141414
"5:995",8,2,"da_smote","knn",0.0057671070098877,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,1,1
"5:995",8,2,"penn","knn",0.00377202033996582,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,2,"ld_smote","knn",0.00747179985046387,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,2,"da_smote_penn","knn",0.0129959583282471,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,0.125,0.964646464646465
"5:995",8,3,"baseline","knn",1.78813934326172e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,3,"smote","knn",0.00609707832336426,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,1,1
"5:995",8,3,"adasyn","knn",0.00648808479309082,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,1,1
"5:995",8,3,"borderline_smote","knn",0.00643205642700195,2,177,21,0,1,0.893939393939394,0.0869565217391304,0.16,0.945483682534709,0.946969696969697,0.278807927330906,1,1
"5:995",8,3,"smote_tomek","knn",0.0082550048828125,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,0.333333333333333,0.98989898989899
"5:995",8,3,"smote_enn","knn",0.0196850299835205,2,157,41,0,1,0.792929292929293,0.0465116279069767,0.0888888888888889,0.890465773025158,0.896464646464646,0.192042787496093,0.0540540540540541,0.911616161616162
"5:995",8,3,"da_smote","knn",0.00568008422851562,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,1,1
"5:995",8,3,"penn","knn",0.00371003150939941,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,3,"ld_smote","knn",0.00742602348327637,2,168,30,0,1,0.848484848484849,0.0625,0.117647058823529,0.921132372943677,0.924242424242424,0.230283093235919,1,1
"5:995",8,3,"da_smote_penn","knn",0.0129449367523193,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,0.153846153846154,0.972222222222222
"5:995",8,4,"baseline","knn",1.71661376953125e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,4,"smote","knn",0.00583410263061523,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,4,"adasyn","knn",0.00603199005126953,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,1,1
"5:995",8,4,"borderline_smote","knn",0.00610494613647461,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,1,1
"5:995",8,4,"smote_tomek","knn",0.00787806510925293,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,0.5,0.994949494949495
"5:995",8,4,"smote_enn","knn",0.0140130519866943,2,157,41,0,1,0.792929292929293,0.0465116279069767,0.0888888888888889,0.890465773025158,0.896464646464646,0.192042787496093,0.0625,0.924242424242424
"5:995",8,4,"da_smote","knn",0.0113542079925537,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,1,1
"5:995",8,4,"penn","knn",0.00368404388427734,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,4,"ld_smote","knn",0.00750494003295898,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,4,"da_smote_penn","knn",0.0129170417785645,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,0.133333333333333,0.967171717171717
"5:995",8,5,"baseline","knn",1.69277191162109e-05,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,5,"smote","knn",0.00578713417053223,2,175,23,0,1,0.883838383838384,0.08,0.148148148148148,0.940126791362944,0.941919191919192,0.265908011739155,1,1
"5:995",8,5,"adasyn","knn",0.00609183311462402,2,172,26,0,1,0.868686868686869,0.0714285714285714,0.133333333333333,0.932033727226042,0.934343434343434,0.249096491442698,1,1
"5:995",8,5,"borderline_smote","knn",0.00605201721191406,2,178,20,0,1,0.898989898989899,0.0909090909090909,0.166666666666667,0.94815077861588,0.94949494949495,0.285878216122927,1,1
"5:995",8,5,"smote_tomek","knn",0.00785207748413086,2,174,24,0,1,0.878787878787879,0.0769230769230769,0.142857142857143,0.937436866561092,0.93939393939394,0.259998206915101,0.4,0.992424242424242
"5:995",8,5,"smote_enn","knn",0.0139670372009277,2,158,40,0,1,0.797979797979798,0.0476190476190476,0.0909090909090909,0.893297149877799,0.898989898989899,0.194933419400158,0.0540540540540541,0.911616161616162
"5:995",8,5,"da_smote","knn",0.00577092170715332,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,1,1
"5:995",8,5,"penn","knn",0.0037531852722168,0,198,0,2,0,1,NA,NA,0,0.5,NA,0.285714285714286,0.987373737373737
"5:995",8,5,"ld_smote","knn",0.0133838653564453,2,173,25,0,1,0.873737373737374,0.0740740740740741,0.137931034482759,0.934739200920435,0.936868686868687,0.25440378720355,1,1
"5:995",8,5,"da_smote_penn","knn",0.0132560729980469,2,176,22,0,1,0.888888888888889,0.0833333333333333,0.153846153846154,0.942809041582063,0.944444444444444,0.272165526975909,0.111111111111111,0.95959595959596
"5:995",9,1,"baseline","knn",1.78813934326172e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,1,"smote","knn",0.0064389705657959,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,1,1
"5:995",9,1,"adasyn","knn",0.00696682929992676,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,1,1
"5:995",9,1,"borderline_smote","knn",0.00681591033935547,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,1,"smote_tomek","knn",0.00812005996704102,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,1,"smote_enn","knn",0.0139181613922119,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0909090909090909,0.974874371859296
"5:995",9,1,"da_smote","knn",0.00578808784484863,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,1,"penn","knn",0.00376701354980469,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,1,"ld_smote","knn",0.00746893882751465,1,191,8,0,1,0.959798994974874,0.111111111111111,0.2,0.979693316796065,0.979899497487437,0.326564438932022,0.111111111111111,0.979899497487437
"5:995",9,1,"da_smote_penn","knn",0.0187759399414062,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,0.111111111111111,0.979899497487437
"5:995",9,2,"baseline","knn",1.71661376953125e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,2,"smote","knn",0.00581121444702148,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,2,"adasyn","knn",0.0060579776763916,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,1,1
"5:995",9,2,"borderline_smote","knn",0.00607585906982422,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,2,"smote_tomek","knn",0.00788307189941406,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,2,"smote_enn","knn",0.0139751434326172,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0909090909090909,0.974874371859296
"5:995",9,2,"da_smote","knn",0.00578212738037109,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,2,"penn","knn",0.00380897521972656,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,2,"ld_smote","knn",0.0074460506439209,1,191,8,0,1,0.959798994974874,0.111111111111111,0.2,0.979693316796065,0.979899497487437,0.326564438932022,0.111111111111111,0.979899497487437
"5:995",9,2,"da_smote_penn","knn",0.0128982067108154,1,188,11,0,1,0.944723618090452,0.0833333333333333,0.153846153846154,0.971968938850647,0.972361809045226,0.280583264244688,0.1,0.977386934673367
"5:995",9,3,"baseline","knn",1.69277191162109e-05,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,3,"smote","knn",0.00567388534545898,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,3,"adasyn","knn",0.00617504119873047,1,191,8,0,1,0.959798994974874,0.111111111111111,0.2,0.979693316796065,0.979899497487437,0.326564438932022,1,1
"5:995",9,3,"borderline_smote","knn",0.00603008270263672,1,190,9,0,1,0.954773869346734,0.1,0.181818181818182,0.977125308927537,0.977386934673367,0.308994153560668,1,1
"5:995",9,3,"smote_tomek","knn",0.00779104232788086,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,0.5,0.99748743718593
"5:995",9,3,"smote_enn","knn",0.0141339302062988,1,185,14,0,1,0.92964824120603,0.0666666666666667,0.125,0.964182680411772,0.964824120603015,0.248950897595762,0.0909090909090909,0.974874371859296
"5:995",9,3,"da_smote","knn",0.00578212738037109,1,189,10,0,1,0.949748743718593,0.0909090909090909,0.166666666666667,0.974550534204662,0.974874371859296,0.293838041927026,1,1
"5:995",9,3,"penn","knn",0.00377106666564941,0,199,0,1,0,1,NA,NA,0,0.5,NA,0.333333333333333,0.994974874371859
"5:995",9,3,"ld_smote","knn",0.0074310302734375,1,191,8,0,1,0.959798994974874,0.111111111111111,0.2,0.979693316796065,0.979899497487437,0.326564438932022,1,1
